id	title	publisher	perspective	domains	kind	languages	license	license_url	homepage	update	access	converter	options	scheme	integrate	iri_prefixes	curie_prefixes	wikidata_property	size	recommend	reviewer	verified	notes
jel	JEL Classification System (Journal of Economic Literature codes), hierarchical XML	American Economic Association (AEA)	American Economic Association (professional society, USA)	acat/society	classification	1	No open licence: the page footer states 'Copyright 2026 American Economic Association. All rights reserved.'	https://www.aeaweb.org/econlit/jelCodes.php	https://www.aeaweb.org/econlit/jelCodes.php	Occasional (file Last-Modified 2023-11-06)	open	raw	{}	jel					182097	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Linked from the JEL codes page as 'XML' under 'JEL Format (Hierarchical)'; the flat EconLit variant is https://www.aeaweb.org/econlit/classifications.xml. Nested <classification level='1'..'3' language='English'> elements with <code> and <description> (CDATA; keyword lists separated by '&bull;' entities); 1,015 codes. Free to download but no reuse permission is stated: store codes only, or use STW's stw_jel_mapping (CC BY 4.0), unless AEA grants permission.
arxiv-taxonomy	arXiv Category Taxonomy	arXiv (Cornell University)	arXiv (Cornell Tech, USA; preprint community with volunteer moderators)	acat/matter acat/thought acat/technology acat/life acat/society	taxonomy	1	No licence stated for the taxonomy page; arXiv's API Terms of Use place 'descriptive metadata about arXiv e-prints' (which includes category codes) under CC0 1.0; the machine-readable definitions ship in arXiv's MIT-licensed arxiv-base code	https://info.arxiv.org/help/api/tou.html	https://arxiv.org/category_taxonomy	Changes when categories are added or merged (live page)	open	raw	{}	arxiv-taxonomy					83909	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. HTML page: groups -> archives -> 155 categories, each as '<h4>cs.AI <span>(Artificial Intelligence)</span></h4>' followed by a description paragraph (parse with an HTML parser). Machine-readable twin: arxiv/taxonomy/definitions.py in the arXiv/arxiv-base repository (MIT licence; raw file 92,732 bytes, 200 via raw.githubusercontent.com) with GROUPS, ARCHIVES and CATEGORIES dicts incl. aliases (math.MP = math-ph, stat.TH = math.ST) and start years. Tiny and easy to hand-convert; 'no' only because there is no data file or explicit data licence.
homosaurus	Homosaurus v5, international LGBTQ+ linked data vocabulary (N-Triples)	Homosaurus Editorial Board (hosted by the Digital Transgender Archive)	Homosaurus Editorial Board / Digital Transgender Archive (LGBTQ+ community vocabulary; US-based, international contributors)	acat/society acat/health acat/arts acat/past acat/mind	thesaurus	57	CC BY-NC-ND 4.0	https://homosaurus.org/releases	https://homosaurus.org/	Several releases a year; v5.0.0 (2026-06-30)	open	rdf	{}	homosaurus	full				14501548	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (no Content-Length; full GET 14501548 bytes)	CC BY-NC-ND; its community governs its use. Research: b-libraries-thesauri.tsv. Also v5.ttl, v5.jsonld, v5.xml, v5.csv (and 'V2' variants) on the V5 page. Profiled: 4,286 concepts (https://homosaurus.org/v5/homoitNNNNNNN, dcterms:identifier) in scheme https://homosaurus.org/v5; skos:prefLabel/altLabel, rdfs:comment (definitions), skos:broader/narrower/related, skos:changeNote, dcterms:replaces (older v2 URIs), skos:exactMatch/closeMatch to LCSH (620). Non-standard: every concept carries skos:hasTopConcept pointing to its top-level ancestor (concept -> concept) - do not read it as scheme membership. Labels: en, es, sv, nl broad; de ~4.6k, fr ~0.8k, ja ~0.5k; ~50 further languages (Hawaiian, Māori, Samoan, Tongan, Navajo, Ojibwe, Quechua, ...) on a few labels each; 57 base languages. NC and ND: redistributing converted or modified tables needs the board's permission.
maori-subject-headings	Ngā Upoko Tukutuku / Māori Subject Headings	National Library of New Zealand (Te Puna Mātauranga o Aotearoa) with Te Rōpū Whakahau and LIANZA	Te Rōpū Whakahau / National Library of New Zealand (Māori)	acat/society acat/belief acat/past acat/language acat/arts acat/everyday acat/earth	subject-headings	2	Not verified: the publisher page could not be read from this container	https://natlib.govt.nz/librarians/nga-upoko-tukutuku	https://natlib.govt.nz/librarians/nga-upoko-tukutuku	Ongoing (new headings added as developed; not verified)	blocked	raw	{}	maori-subject-headings						no	claude (AI agent, session 2026-09-25)	200 2026-09-25 but the body is a 212-byte Incapsula bot challenge (no content); the web-fetch tool also got an empty page	consult Ngā Upoko Tukutuku's governing body before any ingest. Research: b-libraries-thesauri.tsv. Could not read the page. A search-engine summary of it says the headings 'are available in MARC as a downloadable file in Unicode/UTF-8 or non-Unicode/MARC8 format', and LC has authorised MARC source code 'reo' for them (id.loc.gov/vocabulary/subjectSchemes/reo). Te Rōpū Whakahau's page: more than 1,400 headings with explanations, governed by the Ngā Upoko Tukutuku governance group (Te Rōpū Whakahau, LIANZA, the National Library); contact reo@dia.govt.nz. Before ingesting: get the file URL and reuse terms from NLNZ, and follow Māori data-sovereignty expectations (governance-group consent, te reo labels as primary, attribution). languages=2 is an estimate (te reo Māori headings, English explanations).
brian-deer-xwi7xwa	Xwi7xwa Classification Scheme (British Columbia variant of the Brian Deer Classification System)	Xwi7xwa Library, First Nations House of Learning, University of British Columbia	Xwi7xwa Library, UBC (Indigenous library, British Columbia, Canada); scheme after Brian Deer (Kahnawake Mohawk), modified by founding librarian Gene Joseph (Wet'suwet'en - Nadleh Whut'en)	acat/society acat/past acat/belief acat/language acat/arts acat/earth acat/health acat/everyday	classification	1	None stated (neither the PDF nor the library page carries a licence)	https://xwi7xwa.library.ubc.ca/collections/indigenous-knowledge-organization/	https://xwi7xwa.library.ubc.ca/collections/indigenous-knowledge-organization/	Static PDF ('Updated 28march2018')	restricted	raw	{}	brian-deer-xwi7xwa					256836	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (no Content-Length; GET 256836 bytes)	a PDF without a licence; consult the Xwi7xwa Library before any ingest. Research: b-libraries-thesauri.tsv. 9-page PDF 'Xwi7xwa Classification Scheme (based on the Brian Deer Classification Scheme)': letter codes with captions (A Reference materials, AB Bibliographies, ..., B History - BC, BA History and culture - BC First Nations, BB Natural history, geography - BC, ...); hierarchy by code prefix; needs PDF text extraction and hand checking. The library stresses that its scheme is 'one example of what works in this library' and that each implementation is local. Other public variants listed there: SFU ICRC (Word version by e-mail to lib-indigenous@sfu.ca), KPU χʷəχʷéy̓əm scheme (https://www.kpu.ca/sites/default/files/Library/KPU_BDC_Version1.pdf, 795,166 bytes, 200) and the UBCIC Resource Centre revision (PDF, 1,069,757 bytes, 200). Xwi7xwa's FNHL subject headings are 'in development' (not published). No structured data and no licence: ask Xwi7xwa before redistributing; valuable as a hand-crosswalked Indigenous perspective scheme.
aiatsis-pathways	AIATSIS Pathways thesauri (subject, language and place)	Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS)	AIATSIS (Canberra; national institute for Aboriginal and Torres Strait Islander studies)	acat/society acat/past acat/language acat/belief acat/arts acat/earth	thesaurus	1	CC BY 4.0 (per search-engine extracts of the Pathways pages; not read directly); reproduction and rights enquiries to metadata@aiatsis.gov.au	https://aiatsis.gov.au/thesaurus	https://aiatsis.gov.au/thesaurus	Not verified	blocked	raw	{}	aiatsis-pathways						no	claude (AI agent, session 2026-09-25)	403 2026-09-25 (Cloudflare challenge on aiatsis.gov.au and thesaurus.aiatsis.gov.au)	consult AIATSIS before any ingest. Research: b-libraries-thesauri.tsv. Three thesauri (per search extracts of AIATSIS pages): Language (languages and peoples of Australia, with language codes and grid references), Place (Australian place names, Indigenous name first wherever possible) and Subject (faceted headings for Aboriginal and Torres Strait Islander studies). File formats and sizes unknown from here: re-probe from an unblocked network. Companion open dataset: row austlang. Reuse should follow AIATSIS's cultural protocols and the communities' own naming.
austlang	AUSTLANG, Australian Indigenous Languages Database (dataset CSV)	Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS)	AIATSIS (Canberra) with Aboriginal and Torres Strait Islander language communities	acat/language acat/society acat/past	language-catalogue	1	CC BY 4.0 (data.gov.au record 'Austlang dataset', published by AIATSIS)	https://data.gov.au/data/api/3/action/package_show?id=austlang-dataset-001	https://aiatsis.gov.au/austlang/download-data	Resource dated 2022-02-16 on data.gov.au (record modified 2026-05-13)	open	raw	{}	austlang					301501	later	claude (AI agent, session 2026-09-25)	502 2026-09-25 (the egress proxy rejected CONNECT to api.aiatsis.gov.au; the data.gov.au listing was read)	unreachable from this container today (502). Research: b-libraries-thesauri.tsv. URL and size (301,501 bytes, format csv-geo-au) from the data.gov.au CKAN record, which also lists the AIATSIS download page. Not inspected: the file host is blocked from this container. AUSTLANG codes are the language codes used in the AIATSIS Language thesaurus; expect one row per language/variety with names, alternative names and coordinates - verify columns on first download. Likely 'yes' (CC BY 4.0, tiny) once reachable; overlaps the language cluster (Glottolog/ISO 639-3).
ascl-african-studies-thesaurus	African Studies Thesaurus (ASC Leiden)	African Studies Centre Leiden (ASCL), Library, Documentation and Information Department	African Studies Centre Leiden (Netherlands): a European research library's vocabulary about Africa	acat/society acat/past acat/language acat/belief acat/earth acat/arts	thesaurus	1	No licence stated; pages marked '© ASC Leiden 2006-2026'; no download offered	https://thesaurus.ascleiden.nl/thes.php?mnu=1	https://thesaurus.ascleiden.nl/	'Maintained on an ongoing basis' (page last update 2026-09-25)	restricted	raw	{}	ascl-african-studies-thesaurus						no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (web search interface only)	Research: b-libraries-thesauri.tsv. Browse/search only: no bulk file, API or open licence. 13,954 terms (5,759 descriptors, 8,195 non-descriptors) covering African countries and regions, almost 1,000 ethnic groups, some 500 African languages, 340+ traditional polities and ~170 political parties; alphabetical part 2006, systematic part 2012 (replaced UDC). Listed because no open subject system published FROM Africa was found; this is a view of Africa from a Dutch institution. Ask ASCL for an export before any use.
geonames-cities15000	GeoNames: cities over 15,000 people, with their names in every language	GeoNames	GeoNames (crowd-sourced gazetteer aggregating national and other open sources; Switzerland)	acat/earth acat/society	gazetteer	1	Creative Commons Attribution 4.0 License	https://download.geonames.org/export/dump/readme.txt	https://www.geonames.org/	daily (whole dump directory regenerated daily; files dated 2026-09-25; daily modifications-/deletes- files)	open	geonames	{"places": "cities15000.txt"}	geonames	full				3359528	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Merged rows: geonames-countryinfo, geonames-admin1, geonames-hierarchy, geonames-alternatenames-v2, geonames-admin2. Research: c-places-languages-time.tsv. zip holds cities15000.txt, UTF-8 TSV, no header, 34,149 rows today (readme says ca 25,000), 19 columns of the 'geoname' table: geonameid, name (UTF-8), asciiname, alternatenames (comma-separated, NO language tags - use geonames-alternatenames-v2 for tagged names), latitude, longitude (WGS84 decimal), feature class, feature code, country code (ISO 3166-1 alpha-2), cc2, admin1 code, admin2 code, admin3 code, admin4 code, population, elevation, dem, timezone (IANA tz id), modification date (yyyy-MM-dd). Parents come from country + admin codes (admin1CodesASCII/admin2Codes), not from hierarchy.zip. No Wikidata ids in this file: take them from alternateNamesV2 rows with isolanguage 'wkdt'. Leanest GeoNames entry point for a city layer.
geonames-cities5000	GeoNames places with population > 5,000 or first-order seats (cities5000.zip)	GeoNames	GeoNames (crowd-sourced gazetteer aggregating national and other open sources; Switzerland)	acat/earth acat/society	gazetteer	1	Creative Commons Attribution 4.0 License	https://download.geonames.org/export/dump/readme.txt	https://www.geonames.org/	daily (whole dump directory regenerated daily; files dated 2026-09-25; daily modifications-/deletes- files)	open	geonames	{"places": "cities5000.txt"}	geonames	full				5707443	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. zip holds cities5000.txt, same layout as cities15000: 19 columns of the 'geoname' table: geonameid, name (UTF-8), asciiname, alternatenames (comma-separated, NO language tags - use geonames-alternatenames-v2 for tagged names), latitude, longitude (WGS84 decimal), feature class, feature code, country code (ISO 3166-1 alpha-2), cc2, admin1 code, admin2 code, admin3 code, admin4 code, population, elevation, dem, timezone (IANA tz id), modification date (yyyy-MM-dd). 69,752 rows today (population > 5,000 or PPLA seats; readme says ca 50,000). Superset of cities15000.
geonames-cities1000	GeoNames places with population > 1,000 or seats down to PPLA3 (cities1000.zip)	GeoNames	GeoNames (crowd-sourced gazetteer aggregating national and other open sources; Switzerland)	acat/earth acat/society	gazetteer	1	Creative Commons Attribution 4.0 License	https://download.geonames.org/export/dump/readme.txt	https://www.geonames.org/	daily (whole dump directory regenerated daily; files dated 2026-09-25; daily modifications-/deletes- files)	open	geonames	{"places": "cities1000.txt"}	geonames	attach				11051618	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. zip holds cities1000.txt, same layout: 19 columns of the 'geoname' table: geonameid, name (UTF-8), asciiname, alternatenames (comma-separated, NO language tags - use geonames-alternatenames-v2 for tagged names), latitude, longitude (WGS84 decimal), feature class, feature code, country code (ISO 3166-1 alpha-2), cc2, admin1 code, admin2 code, admin3 code, admin4 code, population, elevation, dem, timezone (IANA tz id), modification date (yyyy-MM-dd). 171,074 rows today (population > 1,000 or seats of admin divisions down to PPLA3; readme says ca 130,000). cities500.zip (13,861,895 bytes) goes further (PPLA4).
geonames-allcountries	GeoNames full gazetteer, all countries (allCountries.zip)	GeoNames	GeoNames (crowd-sourced gazetteer aggregating national and other open sources; Switzerland)	acat/earth acat/society	gazetteer	1	Creative Commons Attribution 4.0 License	https://download.geonames.org/export/dump/readme.txt	https://www.geonames.org/	daily (whole dump directory regenerated daily; files dated 2026-09-25; daily modifications-/deletes- files)	open	geonames	{"places": "allCountries.txt"}	geonames	attach				421992046	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. zip holds allCountries.txt = 1,788,576,291 bytes UTF-8 TSV, no header (about 13.4 million rows; WHG's GeoNames index reports 13,454,817 records - not counted here). 19 columns of the 'geoname' table: geonameid, name (UTF-8), asciiname, alternatenames (comma-separated, NO language tags - use geonames-alternatenames-v2 for tagged names), latitude, longitude (WGS84 decimal), feature class, feature code, country code (ISO 3166-1 alpha-2), cc2, admin1 code, admin2 code, admin3 code, admin4 code, population, elevation, dem, timezone (IANA tz id), modification date (yyyy-MM-dd). Feature classes A H L P R S T U V; decode feature codes with featureCodes_en.txt (58,642 bytes; also _bg _nb _nn _no _ru _sv). Per-country XX.zip files allow partial loads. For incremental updates use modifications-<date>.txt and deletes-<date>.txt (in acatalogue, mark deleted rows superseded, never delete). Under the 500 MB bar but heavy: stream it; drop the alternatenames column if alternateNamesV2 is loaded.
wof-admin-sqlite	Who's On First administrative places, global SQLite distribution	Who's On First (distributions hosted by Geocode Earth)	Who's On First (open gazetteer begun at Mapzen, USA; merges many national and open sources; records lifecycle and competing claims rather than deciding them)	acat/earth acat/society	gazetteer	292	Who's On First License: WOF original work CC0; properties taken from other sources keep their licences (e.g. GeoNames CC-BY, Quattroshapes CC-BY, Natural Earth public domain); crediting WOF is recommended and linking back to the License is required	https://whosonfirst.org/docs/licenses/	https://whosonfirst.org/	irregular rebuilds from the GitHub data repos (this file built 2025-10-14; per-country files 2025-09)	open	raw	{}	wof-admin-sqlite					8596204210	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. bzip2 of a 42,429,194,240-byte SQLite database - far over 500 MB. Use instead the 260 per-country files whosonfirst-data-admin-<cc>-latest.db.bz2 listed with size and sha256 in inventory.json (e.g. tr 43,023,461 bytes; fr 494,961,223; us 885,712,330). Tables: spr (id, parent_id, name, placetype continent..microhood, country, latitude, longitude, bbox, is_current, is_deprecated, is_ceased, is_superseded, superseded_by, supersedes - matches deprecate-never-delete), names (BCP 47 split into language [ISO 639-3], script, region, privateuse = preferred/variant/colloquial), ancestors, concordances (other_source gn:id, wd:id, qs_pg:id, gp:id, iso:code, hasc:id, fips:code, unlc:id), geojson (full records with geometry). languages=292 = distinct name languages in the Andorra file alone (lower bound for the global set). dist.whosonfirst.org answered 502 via the proxy; data.geocode.earth is the host the WOF download page links.
naturalearth-admin0-countries	Natural Earth 1:10m Admin 0 - Countries (v5.1.1)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth acat/society	gazetteer	25	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	https://www.naturalearthdata.com/	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)	open	raw	{}	naturalearth-admin0-countries					4930492	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	Research: c-places-languages-time.tsv. zip: ESRI shapefile (.shp .shx .dbf .prj; .cpg = UTF-8) + README.html + VERSION.txt (5.1.1). 258 features x 168 attributes (DBF strings are NUL-padded); the DBF alone gives the lean layout. Key columns: ADMIN, NAME, NAME_LONG, FORMAL_EN, SOVEREIGNT, TYPE, ISO_A2/ISO_A3/ISO_N3 and their _EH variants, UN_A3 (M49 numeric -> space/m49-NNN), WB_A2/WB_A3, ADM0_A3, WOE_ID, NE_ID, WIKIDATAID (all 258 set), CONTINENT, REGION_UN, SUBREGION, POP_EST/POP_YEAR, LABEL_X/LABEL_Y (label point). Nulls are -99 or -099: France has ISO_A2 -99 but ISO_A2_EH FR; Norway has UN_A3 -99; Taiwan has ISO_A2 CN-TW - prefer _EH columns and WIKIDATAID for joins. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC with values such as 'Admin-0 country', 'Unrecognized', 'Admin-1 states provinces' (e.g. Kosovo and Northern Cyprus are 'Admin-0 country' in FCLASS_TR but 'Unrecognized' in FCLASS_ISO); ADM0_A3_xx give each state's code, and separate POV files exist (e.g. ne_10m_admin_0_countries_tur.zip, 4,920,751 bytes) - store each view of disputed areas as an attributed claim. Whole-dataset natural_earth_vector.sqlite.zip is 434,210,731 bytes.
naturalearth-admin1-states-provinces	Natural Earth 1:10m Admin 1 - States, Provinces (v5.1.1)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth acat/society	gazetteer	25	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	https://www.naturalearthdata.com/	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)	open	raw	{}	naturalearth-admin1-states-provinces					14909524	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	Research: c-places-languages-time.tsv. zip: shapefile + README + VERSION (5.1.1); 4,596 features x 121 attributes (DBF 15.2 MB). Key columns: adm1_code, iso_3166_2, name, name_alt, name_local, type, type_en, code_hasc, fips, gn_id (GeoNames id), gns_id, woe_id, wikidataid, adm0_a3, iso_a2, admin, latitude, longitude, region, gadm_level. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC. The iso_3166_2 values are Natural Earth's own assignment (some countries are mapped at a different level than ISO's) - verify against debian-iso-codes before treating them as ISO.
naturalearth-populated-places	Natural Earth 1:10m Populated Places (v5.1.2)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth acat/society	gazetteer	25	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	https://www.naturalearthdata.com/	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)	open	raw	{}	naturalearth-populated-places					2811199	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	Research: c-places-languages-time.tsv. zip: point shapefile + README + VERSION (5.1.2); 7,342 places x 137 attributes. Key columns: NAME, NAMEASCII, NAMEALT, NAMEPAR, FEATURECLA (e.g. Admin-0 capital), ADM0NAME, ADM0_A3, ISO_A2, ADM1NAME, LATITUDE, LONGITUDE, POP_MAX, POP_MIN, POP1950 ... POP2050 (time series for larger cities), TIMEZONE, WIKIDATAID, GEONAMESID, WOF_ID, NE_ID. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC. Small public-domain file that already bridges Wikidata, GeoNames and Who's On First ids - a good seed for a city layer.
pleiades-gis-csv	Pleiades gazetteer of ancient places - Data for GIS (CSV package)	Pleiades (Institute for the Study of the Ancient World, NYU; Ancient World Mapping Center)	Pleiades (ISAW NYU and Ancient World Mapping Center, USA; classical Greek and Roman world first, Barrington Atlas lineage, growing to the Near East, Egypt and beyond)	acat/past acat/earth	gazetteer	106	Creative Commons Attribution 3.0 License (cc-by)	https://pleiades.stoa.org/downloads	https://pleiades.stoa.org/	several times a week (package dated 2026-09-23); quarterly numbered releases on Zenodo, latest 4.1 of 2025-05-28	open	raw	{}	pleiades-gis-csv					35586356	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. zip/data/gis/*.csv, UTF-8, comma, double-quoted (fields contain HTML; Excel misparses): places.csv (42,361 rows: id, uri, title, description, details, provenance, created, representative_latitude, representative_longitude, bounding_box_wkt, location_precision), names.csv (44,070: place_id, name_type, language_tag, attested_form, romanized_form_1..3, association_certainty, transcription_accuracy, transcription_completeness, year_after_which, year_before_which), location_points/linestrings/polygons.csv, connections.csv (typed place-to-place relations, see connection_types.csv), places_place_types.csv + place_types.csv, places_accuracy.csv (83 MB, optional), time_periods.csv (key, term, lower_bound/upper_bound as 'N BC/AD' text, same_as = PeriodO ark), languages_and_scripts.csv (129 tags = 106 base languages; includes custom tags such as etruscan-in-latin-characters). 22,421 names carry no language tag. Place ids are stable integers (https://pleiades.stoa.org/places/<id>); links to GeoNames, Wikidata and TGN are only in the JSON dump. Convert BC bounds to astronomical years (1 BC = 0).
pleiades-places-json	Pleiades gazetteer of ancient places - full JSON dump (daily)	Pleiades (Institute for the Study of the Ancient World, NYU; Ancient World Mapping Center)	Pleiades (ISAW NYU and Ancient World Mapping Center, USA; classical Greek and Roman world first, Barrington Atlas lineage)	acat/past acat/earth	gazetteer	106	Creative Commons Attribution 3.0 License (cc-by)	https://pleiades.stoa.org/downloads	https://pleiades.stoa.org/	daily ('Each morning'; dated copies kept one week; file dated 2026-09-25)	open	raw	{}	pleiades-places-json					135954522	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. gzip of one JSON-LD document {'@context', '@graph': [place, ...]} - the only comprehensive dump (stream it, e.g. ijson). Per place: id, uri, title, description, placeTypes, names[] (language, romanized, attested, nameType, attestations[] with timePeriod URI and confidence), locations[] (geometry, accuracy, attestations), connections[], features[] (GeoJSON), reprPoint, bbox, references[] whose citationType 'citesAsRelated' carries GeoNames, Wikidata and Getty TGN URIs (crosswalk source), created, review_state, history. Withdrawn places go to pleiades-errata-latest.json.gz. Legacy CSV dumps (dumps/pleiades-{places,names,locations}-latest.csv.gz) are deprecated by the publisher; RDF (Turtle tar.gz, 19,409,445 bytes) is refreshed weekly.
whg-datasets	World Historical Gazetteer published datasets (per-dataset LP-TSV / LPF export)	World Historical Gazetteer (World History Center, University of Pittsburgh)	World Historical Gazetteer (University of Pittsburgh, USA; aggregates scholars' historical gazetteers - Ottoman, Song dynasty, colonial Spanish America, English parishes and more - each under its own terms)	acat/past acat/earth acat/society	gazetteer	1	Per-dataset licence chosen by each contributor (e.g. CC BY 4.0, CC BY-NC 4.0; 22 licences recognised); the aggregated WHG database is itself CC BY-NC 4.0, asserted in addition to each source's terms	https://whgazetteer.org/licenses/	https://whgazetteer.org/	continuous (contributed datasets; site v3.2)	registration	raw	{}	whg-datasets						no	claude (AI agent, session 2026-09-25)	401 2026-09-25 (download needs a logged-in account; dataset page 200)	Research: c-places-languages-time.tsv. No single bulk file: each published dataset page (gallery at /datasets/gallery/datasets/, e.g. /datasets/1575/places) offers 'Download options', 'available only to logged-in registered users' (registration free); the URL here is the TSV export of dataset 1575 as a pattern (/entity/dataset:<id>/api?filetype=tsv; LPF JSON is the other format). GET /api/sources/ (public) lists indexed namespaces with licences and flags - downloadable=true for pl, po, clio, dp, tm, ofs, og, hgis, dgsd, alc, iv, un, ukhc, vob_*; GeoNames, Wikidata, TGN, OSM, OHM and GB1900 are not served in bulk (get them from the origin); chgis, kain_par and nl (Native Land) are licence-restricted (HTTP 451). API tokens come from the user profile. The site rejects curl's default User-Agent ('Bot access denied'). languages=1 is a floor: LPF names carry per-name language tags that vary by dataset.
osmnames-planet	OSMNames planet place-name list derived from OpenStreetMap (v2.0.4)	OSMNames (Klokan Technologies / MapTiler and HSR Geometa Lab)	OSMNames (Swiss geodata company and university lab; derived from OpenStreetMap contributors' mapping, whose density is skewed toward Europe and North America)	acat/earth acat/society	gazetteer	1	Open Database License (ODbL), the same license as the original OpenStreetMap data	https://osmnames.org/download/	https://osmnames.org/	static snapshot (release v2.0.4; asset Last-Modified 2021-12-08; no newer planet file is offered)	open	raw	{}	osmnames-planet					1437702497	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: c-places-languages-time.tsv. gzip TSV with header, 'over 21 million place names'; columns include name, alternative_names (comma list, untagged), osm_type, osm_id, class, type, lon, lat, place_rank, importance, street, city, county, state, country, country_code (16th column - the publisher's own awk filter uses $16), display_name, west/south/east/north bbox, wikidata, wikipedia, housenumbers. Not lean (1.44 GB) and years out of date; ODbL share-alike obligations attach to a derived database. Prefer GeoNames/WOF unless OSM ids are needed; OSM-derived place ids also reach WHG and WOF concordances.
